embodiment_diversity,policy,success,utility,representation_error,contact_failure,latency_miss,safety_violation,morphology_loss,bottleneck_share,exception_severity,monotonic_scale_gain,scale_saturation,intervention_recovery,data_efficiency,regime_mismatch,weight
e01,latency_safety_guarded,0.7219098156453826,0.5939084042373813,0.2644737782989827,0.26327741306208685,0.10184426806287666,0.07088688546614405,0.23629001928589732,0.5872244581757365,0.19193290772962673,0.1267373372389587,0.15167961018691958,0.31963925918837544,0.34056427752380913,0.27679178991247816,6794772480
e01,oracle_bottleneck_router,0.9991645565537899,1.0,0.20431205888503076,0.0199997563375387,0.01048837571926655,0.0,0.0015767597622731134,0.5872244581757365,0.0,0.20181130666668126,0.0,0.6627516617508568,0.43184605845333235,0.0,6794772480
e01,regime_aware_router,0.8859507080216823,0.8895710353759636,0.22910109803964565,0.11762277366374953,0.09435452461267065,0.06007950887500805,0.09139758020736113,0.5872244581757365,0.09454211321351938,0.1713130736502158,0.05578410434577018,0.5252609364493622,0.39266647149800743,0.11972692039096781,6794772480
e01,scale_only_foundation,0.5085338676941309,0.13445891935818755,0.2681920348006105,0.31932896658832793,0.26564205330272733,0.28056974476050156,0.2837004282306407,0.5872244581757365,0.5420263924561686,0.026389821724466637,0.3786305141768814,0.02074536856270128,0.30906593434053253,0.5713857362466941,6794772480
e02,contact_instrumented,0.6709974341896591,0.4814840313168978,0.25706060792441093,0.11985559873280917,0.2203262343310415,0.22337188291789023,0.18928068529445943,0.5674224448655587,0.2457986099885581,0.10427824804799804,0.1994814847085049,0.2352441884151145,0.34859992827699265,0.34256296523426794,6794772480
e02,data_scaled_foundation,0.5308428759130851,0.18723640993942783,0.24635472968032246,0.3145319500769779,0.2645584160433354,0.276483141082303,0.235544169433117,0.5674224448655587,0.4592817748000497,0.03669717263867723,0.35011723952966084,0.02606433507056554,0.3219693545470619,0.5432262447835455,6794772480
e02,embodiment_diverse_scaling,0.5977882974308908,0.3250496151199677,0.22898921824080273,0.29420300639215474,0.2518029286834335,0.26119283982186686,0.1152078926174714,0.5674224448655587,0.38106797087802663,0.06145520492619799,0.29545056992774393,0.10525083827200044,0.37048066070437247,0.4683788125904748,6794772480
e02,latency_safety_guarded,0.7334439192278366,0.617103637873612,0.25422177903938487,0.2626247390042358,0.10181140822339108,0.0708081123060112,0.20022854235856233,0.5674224448655587,0.18148807575768452,0.13016611476237663,0.14141355558773586,0.31482412841865565,0.3520772937992934,0.2617297991674729,6794772480
e02,oracle_bottleneck_router,0.9994194790692942,1.0,0.18904649824503106,0.01908382269913909,0.01048837571926655,0.0,7.333003613154631e-07,0.5674224448655587,0.0,0.20181130666668126,0.0,0.6429496484406714,0.47059021237332854,0.0,6794772480
e02,regime_aware_router,0.892980757161725,0.903978305096541,0.21504602818956786,0.116768687428392,0.09434509032386112,0.06004355857268247,0.06747388079729794,0.5674224448655587,0.09255011166817799,0.17146901663405292,0.05441820260859293,0.5079597321764602,0.41965498652900296,0.11720454726500831,6794772480
e02,scale_only_foundation,0.5218165928030009,0.16187912504820698,0.25929937647043794,0.31866325891383496,0.2655264236498789,0.28032517130131007,0.2428018962009797,0.5674224448655587,0.5237422006280891,0.029977054323390834,0.36533876917866415,0.019953288030293594,0.31538938383982146,0.5521115071195448,6794772480
